idx,regime,mover_spec,opp_spec,opp_class,phase,k_remaining,legal_n,final_margin_mover,result_mover,motifs,block_opp,block_mag,block_actual_took,avoid_feeding_opp,avoid_feeding_mag,avoid_feeding_actual_took,contest_merge_opp,contest_merge_mag,contest_merge_actual_took,farm_claim_opp,farm_claim_mag,farm_claim_actual_took
861,rod1:rod1,rod1,rod1,strong,opening,62,4,1,W,farm_claim,0,,,0,,,0,,,1,6.0,0
863,rod1:rod1,rod1,rod1,strong,opening,59,3,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,1
864,rod1:rod1,rod1,rod1,strong,opening,55,3,-1,L,farm_claim,0,,,0,,,0,,,1,6.0,0
866,rod1:rod1,rod1,rod1,strong,opening,47,6,-1,L,farm_claim,0,,,0,,,0,,,1,9.0,1
867,rod1:rod1,rod1,rod1,strong,midgame,44,25,1,W,avoid_feeding,0,,,1,2.2,1,0,,,0,,
868,rod1:rod1,rod1,rod1,strong,midgame,43,25,-1,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
875,rod1:rod1,rod1,rod1,strong,opening,70,3,6,W,farm_claim,0,,,0,,,0,,,1,6.0,1
870,rod1:rod1,rod1,rod1,strong,midgame,37,25,-1,L,block|avoid_feeding,1,5.3,0,1,5.3,0,0,,,0,,
871,rod1:rod1,rod1,rod1,strong,midgame,35,27,-1,L,block|avoid_feeding,1,5.8,0,1,5.8,0,0,,,0,,
869,rod1:rod1,rod1,rod1,strong,midgame,39,24,-1,L,block|avoid_feeding,1,5.3,0,1,5.3,0,0,,,0,,
876,rod1:rod1,rod1,rod1,strong,opening,62,16,6,W,avoid_feeding,0,,,1,2.5,0,0,,,0,,
879,h3200:random,random,h3200,strong,opening,66,3,-95,L,farm_claim,0,,,0,,,0,,,1,6.0,0
872,rod1:rod1,rod1,rod1,strong,midgame,32,4,1,W,farm_claim,0,,,0,,,0,,,1,6.0,0
873,rod1:rod1,rod1,rod1,strong,late_mid,21,30,-1,L,block|avoid_feeding,1,2.8,0,1,2.8,0,0,,,0,,
874,rod1:rod1,rod1,rod1,strong,pre_endgame,13,41,-1,L,contest_merge,0,,,0,,,1,39.0,1,0,,
878,rod1:rod1,rod1,rod1,strong,midgame,33,36,-6,L,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
877,rod1:rod1,rod1,rod1,strong,opening,53,2,-6,L,farm_claim,0,,,0,,,0,,,1,6.0,1
880,h3200:random,h3200,random,weak,opening,63,3,95,W,farm_claim,0,,,0,,,0,,,1,6.0,1
857,rod1:rod1,rod1,rod1,strong,endgame,2,4,40,W,farm_claim,0,,,0,,,0,,,1,6.0,0
882,h3200:random,h3200,random,weak,opening,61,16,95,W,avoid_feeding,0,,,1,2.2,0,0,,,0,,
884,h3200:random,h3200,random,weak,opening,53,26,95,W,avoid_feeding,0,,,1,2.2,0,0,,,0,,
883,h3200:random,random,h3200,strong,opening,58,3,-95,L,farm_claim,0,,,0,,,0,,,1,9.0,0
881,h3200:random,random,h3200,strong,opening,62,20,-95,L,avoid_feeding,0,,,1,2.5,1,0,,,0,,
886,h3200:random,h3200,random,weak,midgame,45,22,95,W,avoid_feeding,0,,,1,2.2,0,0,,,0,,
885,h3200:random,random,h3200,strong,opening,50,36,-95,L,contest_merge,0,,,0,,,1,9.0,0,0,,
891,h3200:random,h3200,random,weak,opening,71,6,74,W,farm_claim,0,,,0,,,0,,,1,6.0,0
889,h3200:random,random,h3200,strong,late_mid,26,48,-95,L,avoid_feeding,0,,,1,3.0,0,0,,,0,,
892,h3200:random,random,h3200,strong,opening,70,7,-74,L,farm_claim,0,,,0,,,0,,,1,9.0,0
893,h3200:random,h3200,random,weak,opening,69,5,74,W,farm_claim,0,,,0,,,0,,,1,9.0,1
887,h3200:random,h3200,random,weak,midgame,43,33,95,W,avoid_feeding,0,,,1,2.2,0,0,,,0,,
888,h3200:random,random,h3200,strong,midgame,42,19,-95,L,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
890,h3200:random,h3200,random,weak,endgame,5,4,95,W,farm_claim,0,,,0,,,0,,,1,6.0,0
894,h3200:random,random,h3200,strong,opening,66,4,-74,L,farm_claim,0,,,0,,,0,,,1,6.0,0
895,h3200:random,h3200,random,weak,opening,61,17,74,W,contest_merge,0,,,0,,,1,21.0,0,0,,
897,h3200:random,h3200,random,weak,opening,51,27,74,W,contest_merge,0,,,0,,,1,21.0,0,0,,
896,h3200:random,h3200,random,weak,opening,57,3,74,W,farm_claim,0,,,0,,,0,,,1,6.0,0
898,h3200:random,h3200,random,weak,opening,47,5,74,W,farm_claim,0,,,0,,,0,,,1,6.0,1
899,h3200:random,random,h3200,strong,midgame,34,32,-74,L,avoid_feeding,0,,,1,2.9,0,0,,,0,,
902,h3200:random,h3200,random,weak,opening,69,4,55,W,farm_claim,0,,,0,,,0,,,1,6.0,0
903,h3200:random,h3200,random,weak,opening,65,15,55,W,avoid_feeding,0,,,1,2.3,1,0,,,0,,
900,h3200:random,random,h3200,strong,midgame,30,40,-74,L,avoid_feeding,0,,,1,2.9,0,0,,,0,,
905,h3200:random,h3200,random,weak,opening,59,20,55,W,contest_merge,0,,,0,,,1,6.0,0,0,,
904,h3200:random,random,h3200,strong,opening,62,6,-55,L,farm_claim,0,,,0,,,0,,,1,6.0,0
906,h3200:random,random,h3200,strong,opening,58,27,-55,L,contest_merge,0,,,0,,,1,6.0,0,0,,
907,h3200:random,random,h3200,strong,opening,58,3,-55,L,farm_claim,0,,,0,,,0,,,1,9.0,0
908,h3200:random,h3200,random,weak,opening,55,24,55,W,contest_merge,0,,,0,,,1,6.0,0,0,,
901,h3200:random,random,h3200,strong,endgame,4,39,-74,L,avoid_feeding,0,,,1,3.2,1,0,,,0,,
909,h3200:random,h3200,random,weak,opening,53,24,55,W,contest_merge,0,,,0,,,1,9.0,0,0,,
913,h3200:random,h3200,random,weak,midgame,43,7,55,W,farm_claim,0,,,0,,,0,,,1,9.0,1
911,h3200:random,random,h3200,strong,opening,52,26,-55,L,contest_merge,0,,,0,,,1,6.0,0,0,,
910,h3200:random,h3200,random,weak,opening,53,3,55,W,farm_claim,0,,,0,,,0,,,1,6.0,1
912,h3200:random,h3200,random,weak,opening,51,21,55,W,contest_merge,0,,,0,,,1,6.0,1,0,,
917,h3200:random,h3200,random,weak,opening,71,3,89,W,farm_claim,0,,,0,,,0,,,1,6.0,1
914,h3200:random,h3200,random,weak,midgame,41,5,55,W,farm_claim,0,,,0,,,0,,,1,9.0,1
915,h3200:random,random,h3200,strong,midgame,34,36,-55,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
918,h3200:random,random,h3200,strong,opening,54,3,-89,L,farm_claim,0,,,0,,,0,,,1,6.0,1
919,h3200:random,h3200,random,weak,opening,47,3,89,W,farm_claim,0,,,0,,,0,,,1,6.0,0
920,h3200:random,random,h3200,strong,midgame,42,29,-89,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
916,h3200:random,random,h3200,strong,pre_endgame,8,41,-55,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
922,h3200:random,h3200,random,weak,pre_endgame,11,41,89,W,avoid_feeding,0,,,1,2.2,1,0,,,0,,
921,h3200:random,h3200,random,weak,pre_endgame,13,4,89,W,farm_claim,0,,,0,,,0,,,1,9.0,0
923,h3200:random,h3200,random,weak,pre_endgame,7,39,89,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
926,h6400:random,h6400,random,weak,opening,71,4,94,W,farm_claim,0,,,0,,,0,,,1,6.0,0
927,h6400:random,h6400,random,weak,opening,69,7,94,W,farm_claim,0,,,0,,,0,,,1,6.0,1
928,h6400:random,random,h6400,strong,opening,68,5,-94,L,farm_claim,0,,,0,,,0,,,1,6.0,0
924,h3200:random,h3200,random,weak,endgame,5,37,89,W,avoid_feeding,0,,,1,2.3,0,0,,,0,,
929,h6400:random,random,h6400,strong,opening,66,3,-94,L,farm_claim,0,,,0,,,0,,,1,9.0,1
931,h6400:random,h6400,random,weak,opening,63,10,94,W,contest_merge,0,,,0,,,1,12.0,0,0,,
930,h6400:random,random,h6400,strong,opening,64,4,-94,L,farm_claim,0,,,0,,,0,,,1,6.0,1
932,h6400:random,random,h6400,strong,opening,62,12,-94,L,contest_merge,0,,,0,,,1,12.0,0,0,,
933,h6400:random,h6400,random,weak,opening,59,24,94,W,contest_merge,0,,,0,,,1,15.0,0,0,,
934,h6400:random,random,h6400,strong,opening,58,22,-94,L,contest_merge,0,,,0,,,1,12.0,0,0,,
935,h6400:random,h6400,random,weak,opening,57,26,94,W,contest_merge,0,,,0,,,1,12.0,0,0,,
936,h6400:random,random,h6400,strong,opening,56,3,-94,L,farm_claim,0,,,0,,,0,,,1,6.0,0
937,h6400:random,random,h6400,strong,opening,52,28,-94,L,contest_merge,0,,,0,,,1,12.0,0,0,,
938,h6400:random,h6400,random,weak,opening,51,26,94,W,contest_merge,0,,,0,,,1,15.0,0,0,,
939,h6400:random,random,h6400,strong,opening,50,27,-94,L,contest_merge,0,,,0,,,1,12.0,1,0,,
940,h6400:random,random,h6400,strong,opening,48,20,-94,L,avoid_feeding,0,,,1,2.5,0,0,,,0,,
941,h6400:random,random,h6400,strong,midgame,44,24,-94,L,avoid_feeding,0,,,1,2.5,1,0,,,0,,
925,h3200:random,h3200,random,weak,endgame,1,39,89,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
942,h6400:random,random,h6400,strong,midgame,42,24,-94,L,avoid_feeding,0,,,1,2.6,0,0,,,0,,
945,h6400:random,h6400,random,weak,late_mid,19,5,94,W,farm_claim,0,,,0,,,0,,,1,6.0,0
943,h6400:random,h6400,random,weak,midgame,37,3,94,W,farm_claim,0,,,0,,,0,,,1,6.0,1
944,h6400:random,random,h6400,strong,late_mid,28,30,-94,L,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
947,h6400:random,h6400,random,weak,late_mid,17,3,94,W,farm_claim,0,,,0,,,0,,,1,6.0,1
946,h6400:random,random,h6400,strong,late_mid,18,30,-94,L,avoid_feeding,0,,,1,3.1,1,0,,,0,,
948,h6400:random,random,h6400,strong,late_mid,16,35,-94,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
949,h6400:random,random,h6400,strong,pre_endgame,8,53,-94,L,block|avoid_feeding,1,5.0,1,1,5.0,1,0,,,0,,
950,h6400:random,random,h6400,strong,endgame,2,73,-94,L,block|avoid_feeding,1,6.0,1,1,6.0,1,0,,,0,,
952,h6400:random,h6400,random,weak,opening,71,6,76,W,farm_claim,0,,,0,,,0,,,1,6.0,0
953,h6400:random,random,h6400,strong,opening,70,6,-76,L,farm_claim,0,,,0,,,0,,,1,6.0,0
954,h6400:random,h6400,random,weak,opening,69,3,76,W,farm_claim,0,,,0,,,0,,,1,6.0,1
955,h6400:random,random,h6400,strong,opening,66,4,-76,L,farm_claim,0,,,0,,,0,,,1,6.0,0
956,h6400:random,h6400,random,weak,opening,59,22,76,W,contest_merge,0,,,0,,,1,12.0,0,0,,
959,h6400:random,h6400,random,weak,opening,53,21,76,W,avoid_feeding|contest_merge,0,,,1,3.2,0,1,18.0,0,0,,
958,h6400:random,random,h6400,strong,opening,54,20,-76,L,contest_merge,0,,,0,,,1,18.0,0,0,,
957,h6400:random,h6400,random,weak,opening,55,19,76,W,contest_merge,0,,,0,,,1,15.0,0,0,,
960,h6400:random,h6400,random,weak,opening,49,24,76,W,avoid_feeding,0,,,1,2.7,0,0,,,0,,
961,h6400:random,random,h6400,strong,opening,48,31,-76,L,contest_merge,0,,,0,,,1,18.0,0,0,,
962,h6400:random,h6400,random,weak,opening,47,33,76,W,contest_merge,0,,,0,,,1,18.0,0,0,,
963,h6400:random,h6400,random,weak,midgame,45,20,76,W,contest_merge,0,,,0,,,1,21.0,0,0,,
964,h6400:random,random,h6400,strong,midgame,44,22,-76,L,contest_merge,0,,,0,,,1,24.0,0,0,,
965,h6400:random,h6400,random,weak,midgame,43,21,76,W,avoid_feeding,0,,,1,3.2,0,0,,,0,,
968,h6400:random,random,h6400,strong,midgame,34,40,-76,L,contest_merge,0,,,0,,,1,27.0,0,0,,
966,h6400:random,h6400,random,weak,midgame,39,4,76,W,farm_claim,0,,,0,,,0,,,1,6.0,0
967,h6400:random,random,h6400,strong,midgame,36,36,-76,L,contest_merge,0,,,0,,,1,27.0,0,0,,
969,h6400:random,h6400,random,weak,midgame,33,32,76,W,avoid_feeding,0,,,1,3.6,0,0,,,0,,
971,h6400:random,h6400,random,weak,late_mid,27,3,76,W,farm_claim,0,,,0,,,0,,,1,6.0,1
970,h6400:random,h6400,random,weak,midgame,29,7,76,W,farm_claim,0,,,0,,,0,,,1,6.0,0
951,h6400:random,h6400,random,weak,endgame,1,72,94,W,contest_merge,0,,,0,,,1,18.0,1,0,,
972,h6400:random,random,h6400,strong,pre_endgame,8,39,-76,L,avoid_feeding,0,,,1,3.0,0,0,,,0,,
973,h6400:random,random,h6400,strong,midgame,46,34,-82,L,avoid_feeding,0,,,1,2.0,0,0,,,0,,
976,h6400:random,h6400,random,weak,midgame,35,31,82,W,avoid_feeding,0,,,1,3.1,0,0,,,0,,
974,h6400:random,h6400,random,weak,midgame,45,5,82,W,farm_claim,0,,,0,,,0,,,1,6.0,0
975,h6400:random,h6400,random,weak,midgame,37,2,82,W,farm_claim,0,,,0,,,0,,,1,6.0,1
977,h6400:random,random,h6400,strong,late_mid,28,28,-82,L,avoid_feeding,0,,,1,2.2,0,0,,,0,,
978,h6400:random,random,h6400,strong,late_mid,26,26,-82,L,avoid_feeding,0,,,1,2.6,1,0,,,0,,
981,h6400:random,random,h6400,strong,late_mid,16,42,-82,L,avoid_feeding,0,,,1,3.2,1,0,,,0,,
980,h6400:random,random,h6400,strong,late_mid,24,30,-82,L,avoid_feeding,0,,,1,2.9,0,0,,,0,,
979,h6400:random,h6400,random,weak,late_mid,25,32,82,W,avoid_feeding,0,,,1,3.3,0,0,,,0,,
982,h6400:random,random,h6400,strong,pre_endgame,14,42,-82,L,block|avoid_feeding,1,2.7,1,1,2.7,1,0,,,0,,
983,h6400:random,h6400,random,weak,pre_endgame,9,4,82,W,farm_claim,0,,,0,,,0,,,1,6.0,0
986,h6400:random,h6400,random,weak,opening,71,4,94,W,farm_claim,0,,,0,,,0,,,1,6.0,1
987,h6400:random,random,h6400,strong,opening,62,15,-94,L,contest_merge,0,,,0,,,1,9.0,0,0,,
984,h6400:random,h6400,random,weak,endgame,5,66,82,W,contest_merge,0,,,0,,,1,27.0,0,0,,
988,h6400:random,h6400,random,weak,opening,59,21,94,W,contest_merge,0,,,0,,,1,12.0,0,0,,
991,h6400:random,h6400,random,weak,opening,49,32,94,W,contest_merge,0,,,0,,,1,15.0,0,0,,
990,h6400:random,h6400,random,weak,opening,57,22,94,W,contest_merge,0,,,0,,,1,15.0,0,0,,
989,h6400:random,random,h6400,strong,opening,58,18,-94,L,contest_merge,0,,,0,,,1,15.0,0,0,,
992,h6400:random,random,h6400,strong,midgame,30,49,-94,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
985,h6400:random,random,h6400,strong,endgame,2,57,-82,L,contest_merge,0,,,0,,,1,27.0,0,0,,
993,h6400:random,random,h6400,strong,late_mid,22,40,-94,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
994,h6400:random,random,h6400,strong,late_mid,20,36,-94,L,avoid_feeding,0,,,1,2.4,1,0,,,0,,
995,h6400:random,random,h6400,strong,late_mid,16,40,-94,L,avoid_feeding,0,,,1,4.1,1,0,,,0,,
996,h6400:random,h6400,random,weak,late_mid,15,51,94,W,contest_merge,0,,,0,,,1,42.0,0,0,,
999,h6400:random,random,h6400,strong,endgame,6,42,-94,L,block|avoid_feeding,1,4.1,1,1,4.1,1,0,,,0,,
1002,h800:h800,h800,h800,mid,opening,64,19,-30,L,avoid_feeding,0,,,1,2.1,0,0,,,0,,
997,h6400:random,random,h6400,strong,pre_endgame,14,50,-94,L,avoid_feeding|contest_merge,0,,,1,4.1,1,1,42.0,0,0,,
1001,h800:h800,h800,h800,mid,opening,66,4,-30,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1004,h800:h800,h800,h800,mid,opening,57,3,30,W,farm_claim,0,,,0,,,0,,,1,6.0,0
998,h6400:random,random,h6400,strong,pre_endgame,10,45,-94,L,block|avoid_feeding,1,2.8,0,1,2.8,0,0,,,0,,
1003,h800:h800,h800,h800,mid,opening,62,5,-30,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1005,h800:h800,h800,h800,mid,opening,56,20,-30,L,avoid_feeding,0,,,1,2.8,1,0,,,0,,
1006,h800:h800,h800,h800,mid,opening,53,3,30,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1000,h6400:random,random,h6400,strong,endgame,2,44,-94,L,block|avoid_feeding,1,6.6,0,1,6.6,0,0,,,0,,
1007,h800:h800,h800,h800,mid,midgame,43,3,30,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1010,h800:h800,h800,h800,mid,midgame,33,23,30,W,avoid_feeding,0,,,1,2.5,1,0,,,0,,
1009,h800:h800,h800,h800,mid,midgame,37,7,30,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1008,h800:h800,h800,h800,mid,midgame,41,8,30,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1017,h800:h800,h800,h800,mid,opening,67,3,-15,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1012,h800:h800,h800,h800,mid,midgame,29,22,30,W,avoid_feeding,0,,,1,2.5,0,0,,,0,,
1011,h800:h800,h800,h800,mid,midgame,32,37,-30,L,block|avoid_feeding,1,5.3,0,1,5.3,0,0,,,0,,
1014,h800:h800,h800,h800,mid,late_mid,16,40,-30,L,block|avoid_feeding,1,5.3,0,1,5.3,0,0,,,0,,
1013,h800:h800,h800,h800,mid,late_mid,25,5,30,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1015,h800:h800,h800,h800,mid,endgame,5,3,30,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1018,h800:h800,h800,h800,mid,midgame,42,5,15,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1019,h800:h800,h800,h800,mid,midgame,40,3,15,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1020,h800:h800,h800,h800,mid,midgame,39,30,-15,L,contest_merge,0,,,0,,,1,30.0,1,0,,
1022,h800:h800,h800,h800,mid,late_mid,24,28,15,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1021,h800:h800,h800,h800,mid,late_mid,28,30,15,W,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1024,h800:h800,h800,h800,mid,late_mid,16,26,15,W,avoid_feeding,0,,,1,3.8,1,0,,,0,,
1025,h800:h800,h800,h800,mid,pre_endgame,12,45,15,W,avoid_feeding,0,,,1,4.1,1,0,,,0,,
1027,h800:h800,h800,h800,mid,endgame,6,26,15,W,block|avoid_feeding,1,3.5,0,1,3.5,0,0,,,0,,
1030,h800:h800,h800,h800,mid,opening,64,5,-9,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1029,h800:h800,h800,h800,mid,opening,69,4,9,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1023,h800:h800,h800,h800,mid,late_mid,18,5,15,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1026,h800:h800,h800,h800,mid,pre_endgame,12,3,15,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1016,h800:h800,h800,h800,mid,endgame,2,38,-30,L,block|avoid_feeding,1,2.3,0,1,2.3,0,0,,,0,,
1031,h800:h800,h800,h800,mid,opening,62,6,-9,L,farm_claim,0,,,0,,,0,,,1,9.0,0
1032,h800:h800,h800,h800,mid,opening,58,20,-9,L,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1033,h800:h800,h800,h800,mid,opening,58,2,-9,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1034,h800:h800,h800,h800,mid,opening,53,4,9,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1035,h800:h800,h800,h800,mid,opening,52,21,-9,L,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1037,h800:h800,h800,h800,mid,opening,47,28,9,W,block|avoid_feeding,1,3.0,0,1,3.0,0,0,,,0,,
1036,h800:h800,h800,h800,mid,opening,50,17,-9,L,avoid_feeding,0,,,1,2.6,0,0,,,0,,
1038,h800:h800,h800,h800,mid,opening,47,4,9,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1039,h800:h800,h800,h800,mid,midgame,38,5,-9,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1028,h800:h800,h800,h800,mid,endgame,2,46,15,W,block|avoid_feeding,1,2.5,1,1,2.5,1,0,,,0,,
1042,h800:h800,h800,h800,mid,late_mid,23,36,9,W,avoid_feeding,0,,,1,4.5,0,0,,,0,,
1040,h800:h800,h800,h800,mid,late_mid,25,40,9,W,avoid_feeding,0,,,1,4.5,0,0,,,0,,
1041,h800:h800,h800,h800,mid,late_mid,24,59,-9,L,contest_merge,0,,,0,,,1,18.0,0,0,,
1043,h800:h800,h800,h800,mid,late_mid,23,3,9,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1045,h800:h800,h800,h800,mid,late_mid,17,41,9,W,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1044,h800:h800,h800,h800,mid,late_mid,21,48,9,W,contest_merge,0,,,0,,,1,18.0,1,0,,
1052,h800:h800,h800,h800,mid,opening,64,5,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1046,h800:h800,h800,h800,mid,pre_endgame,11,42,9,W,block|avoid_feeding,1,2.0,1,1,2.0,1,0,,,0,,
1050,h800:h800,h800,h800,mid,opening,68,4,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1051,h800:h800,h800,h800,mid,opening,66,5,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1047,h800:h800,h800,h800,mid,pre_endgame,9,40,9,W,block|avoid_feeding,1,2.3,1,1,2.3,1,0,,,0,,
1048,h800:h800,h800,h800,mid,endgame,5,46,9,W,block|avoid_feeding,1,4.9,0,1,4.9,0,0,,,0,,
1053,h800:h800,h800,h800,mid,opening,61,6,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1054,h800:h800,h800,h800,mid,opening,60,5,2,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1055,h800:h800,h800,h800,mid,opening,59,5,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1056,h800:h800,h800,h800,mid,opening,56,18,2,W,avoid_feeding,0,,,1,2.5,0,0,,,0,,
1057,h800:h800,h800,h800,mid,opening,55,5,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1058,h800:h800,h800,h800,mid,opening,53,4,-2,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1059,h800:h800,h800,h800,mid,midgame,44,8,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1060,h800:h800,h800,h800,mid,midgame,40,7,2,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1061,h800:h800,h800,h800,mid,midgame,38,8,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1062,h800:h800,h800,h800,mid,midgame,36,8,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1063,h800:h800,h800,h800,mid,midgame,34,9,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1064,h800:h800,h800,h800,mid,pre_endgame,14,39,2,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1049,h800:h800,h800,h800,mid,endgame,1,54,9,W,block|avoid_feeding,1,5.1,0,1,5.1,0,0,,,0,,
1069,h800:h800,h800,h800,mid,opening,68,6,-49,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1070,h800:h800,h800,h800,mid,opening,67,5,49,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1065,h800:h800,h800,h800,mid,pre_endgame,12,30,2,W,avoid_feeding,0,,,1,2.6,1,0,,,0,,
1071,h800:h800,h800,h800,mid,opening,66,6,-49,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1067,h800:h800,h800,h800,mid,pre_endgame,9,29,-2,L,contest_merge,0,,,0,,,1,33.0,0,0,,
1066,h800:h800,h800,h800,mid,pre_endgame,10,5,2,W,farm_claim,0,,,0,,,0,,,1,9.0,0
1072,h800:h800,h800,h800,mid,opening,64,4,-49,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1073,h800:h800,h800,h800,mid,opening,62,3,-49,L,farm_claim,0,,,0,,,0,,,1,9.0,1
1076,h800:h800,h800,h800,mid,opening,53,48,49,W,contest_merge,0,,,0,,,1,9.0,0,0,,
1074,h800:h800,h800,h800,mid,opening,58,5,-49,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1075,h800:h800,h800,h800,mid,opening,57,23,49,W,contest_merge,0,,,0,,,1,6.0,0,0,,
1077,h800:h800,h800,h800,mid,opening,52,33,-49,L,contest_merge,0,,,0,,,1,15.0,1,0,,
1081,h800:h800,h800,h800,mid,midgame,33,44,49,W,contest_merge,0,,,0,,,1,21.0,1,0,,
1079,h800:h800,h800,h800,mid,midgame,38,22,-49,L,avoid_feeding,0,,,1,2.1,0,0,,,0,,
1078,h800:h800,h800,h800,mid,midgame,43,3,49,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1080,h800:h800,h800,h800,mid,midgame,38,3,-49,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1084,h3200:h6400,h3200,h6400,strong,opening,71,3,8,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1085,h3200:h6400,h6400,h3200,strong,opening,68,2,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,1
1068,h800:h800,h800,h800,mid,endgame,2,33,2,W,contest_merge,0,,,0,,,1,39.0,1,0,,
1082,h800:h800,h800,h800,mid,late_mid,19,36,49,W,block|avoid_feeding,1,4.5,0,1,4.5,0,0,,,0,,
1086,h3200:h6400,h3200,h6400,strong,opening,65,3,8,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1087,h3200:h6400,h3200,h6400,strong,opening,59,20,8,W,contest_merge,0,,,0,,,1,12.0,1,0,,
1083,h800:h800,h800,h800,mid,pre_endgame,9,2,49,W,farm_claim,0,,,0,,,0,,,1,6.0,1
1088,h3200:h6400,h6400,h3200,strong,opening,50,5,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1089,h3200:h6400,h6400,h3200,strong,midgame,46,4,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1090,h3200:h6400,h3200,h6400,strong,midgame,43,5,8,W,farm_claim,0,,,0,,,0,,,1,9.0,1
1091,h3200:h6400,h6400,h3200,strong,midgame,42,3,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1093,h3200:h6400,h3200,h6400,strong,midgame,29,21,8,W,block|avoid_feeding,1,2.5,0,1,2.5,0,0,,,0,,
1092,h3200:h6400,h6400,h3200,strong,midgame,34,5,-8,L,farm_claim,0,,,0,,,0,,,1,6.0,0
1094,h3200:h6400,h3200,h6400,strong,late_mid,17,25,8,W,block|avoid_feeding,1,3.2,1,1,3.2,1,0,,,0,,
1095,h3200:h6400,h6400,h3200,strong,endgame,6,42,-8,L,avoid_feeding,0,,,1,3.7,0,0,,,0,,
1096,h3200:h6400,h6400,h3200,strong,endgame,4,64,-8,L,block|avoid_feeding,1,2.0,1,1,2.0,1,0,,,0,,
1098,h3200:h6400,h6400,h3200,strong,endgame,2,65,-8,L,avoid_feeding,0,,,1,2.0,1,0,,,0,,
1100,h3200:h6400,h3200,h6400,strong,opening,69,6,14,W,farm_claim,0,,,0,,,0,,,1,6.0,0
1097,h3200:h6400,h6400,h3200,strong,endgame,4,3,-8,L,farm_claim,0,,,0,,,0,,,1,9.0,0
