1785382863 79.49 16.13 1
1785382868 78.47 16.52 1
1785382874 78.51 16.16 1
1785382879 78.00 15.83 1
1785382884 77.05 15.44 1
1785382889 77.67 16.29 3
1785382894 75.85 16.58 1
1785382899 78.66 16.14 1
1785382905 77.64 16.45 1
1785382910 80.11 16.57 1
1785382915 79.33 15.40 1
1785382920 78.37 15.29 1
1785382925 78.89 15.27 1
1785382930 76.12 15.57 1
1785382935 78.70 15.92 1
1785382941 79.02 15.85 1
1785382946 75.15 15.62 1
1785382951 77.76 15.73 1
1785382956 78.20 15.27 1
1785382961 77.30 15.25 1
1785382966 75.84 15.87 1
1785382971 77.43 15.48 1
1785382977 76.46 15.28 1
1785382982 77.52 15.98 1
1785382987 77.80 15.98 1
1785382992 78.30 15.34 1
1785382997 75.81 15.07 1
1785383002 75.94 15.17 1
1785383008 75.50 15.48 1
1785383013 77.62 16.00 1
1785383018 75.69 16.24 1
1785383023 78.16 16.06 1
1785383028 76.31 15.49 1
1785383033 75.41 16.18 1
1785383038 76.09 16.24 1
1785383044 75.66 16.06 1
1785383049 76.23 16.38 1
1785383054 72.65 16.67 1
1785383059 74.76 17.02 1
1785383064 76.12 17.17 1
1785383069 73.98 17.08 1
1785383075 76.56 16.99 1
1785383080 79.11 17.55 1
1785383085 79.68 18.07 1
1785383090 78.63 18.47 1
1785383095 77.81 18.75 1
1785383100 77.79 18.61 1
1785383106 77.36 18.32 1
1785383111 78.56 17.65 1
1785383116 76.26 18.16 1
1785383121 77.72 18.63 1
1785383126 74.49 18.66 1
1785383131 78.96 18.93 1
1785383136 78.32 18.37 1
1785383142 78.39 18.50 1
1785383147 77.26 19.02 1
1785383152 76.60 18.70 1
1785383157 76.75 18.48 1
1785383162 78.81 18.29 1
1785383167 77.34 17.97 1
1785383173 77.91 17.49 1
1785383178 72.11 18.25 1
1785383183 79.40 17.59 1
1785383188 76.80 18.18 1
1785383193 77.92 18.65 1
1785383198 76.79 18.60 1
1785383204 76.20 19.35 1
1785383209 77.68 19.16 1
1785383214 73.25 19.07 1
1785383219 72.13 19.38 1
1785383224 76.63 19.59 1
1785383229 72.97 20.19 1
1785383234 76.67 20.17 1
1785383240 76.76 20.08 1
1785383245 76.15 20.23 1
1785383250 76.42 20.61 1
1785383255 77.58 20.64 1
1785383260 77.56 21.39 1
1785383265 11.18 19.76 1
1785383271 70.41 19.38 1
1785383276 77.51 19.51 1
1785383281 76.46 18.51 1
1785383286 72.71 18.23 1
1785383291 73.56 18.21 1
1785383296 76.09 18.19 1
1785383301 73.73 18.02 1
1785383306 74.02 18.41 1
1785383312 78.55 17.98 1
1785383317 77.94 17.98 1
1785383322 77.60 17.42 1
1785383327 78.49 17.31 1
1785383332 78.21 17.77 1
1785383337 79.24 17.38 1
1785383342 78.06 17.11 1
1785383348 80.18 17.10 1
1785383353 77.09 16.93 1
1785383358 80.29 15.98 1
1785383363 76.98 16.46 1
1785383368 78.66 16.10 1
1785383373 75.98 16.65 1
1785383378 79.57 16.60 1
1785383384 75.62 16.55 1
1785383389 77.85 16.11 1
1785383394 75.72 16.10 1
1785383399 79.74 16.33 1
1785383404 80.20 16.31 1
1785383409 76.90 15.80 1
1785383414 79.06 15.74 1
1785383420 80.76 16.08 1
1785383425 77.56 16.23 1
1785383430 78.79 15.89 1
1785383435 79.82 16.06 1
1785383440 79.91 15.98 1
1785383445 71.30 16.54 1
1785383450 75.12 16.58 1
1785383456 76.05 16.77 1
1785383461 75.81 16.79 1
1785383466 76.64 16.72 1
1785383471 79.17 16.91 1
1785383476 76.90 17.16 1
1785383481 78.55 16.82 1
1785383487 74.55 16.36 1
1785383492 76.03 16.17 1
1785383497 77.09 16.23 1
1785383502 77.20 16.22 1
1785383507 75.36 16.68 1
1785383512 77.86 17.43 1
1785383518 43.59 18.46 1
1785383523 73.62 18.98 1
1785383528 78.98 19.06 1
1785383533 78.43 18.74 1
1785383538 79.32 18.92 1
1785383544 77.65 18.68 1
1785383549 75.37 19.19 1
1785383555 79.90 20.30 1
1785383560 10.94 21.63 1
1785383565 60.54 30.95 1
