case_id,dataset,position_id,k,band,source,n_legal,gap,v27_choice,ref_choice,ref_kind,v27_q,ref_q,v27_eval,ref_eval,mechanism_raw,failure_class,candidate_patch,leaf_addressable,also_iter8_miss,raw_path
end::g3200000017_k2,endgame,g3200000017_k2,2,endgame,greedy_selfplay,43,,-9,1326,exact/heur@3200,,,-9,-8,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000017_k2.json
end::g3200000018_k2,endgame,g3200000018_k2,2,endgame,greedy_selfplay,51,,-15,1335,exact/heur@3200,,,-15,-14,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000018_k2.json
end::g3200000019_k2,endgame,g3200000019_k2,2,endgame,greedy_selfplay,43,,33,866,exact/heur@3200,,,33,33,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000019_k2.json
end::g3200000020_k2,endgame,g3200000020_k2,2,endgame,greedy_selfplay,41,,-14,937,exact/heur@3200,,,-14,-13,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000020_k2.json
end::g3200000021_k2,endgame,g3200000021_k2,2,endgame,greedy_selfplay,43,,25,658,exact/heur@3200,,,25,29,structural-or-farm|v2.7-rankable,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000021_k2.json
end::g3200000023_k2,endgame,g3200000023_k2,2,endgame,greedy_selfplay,34,,11,661,exact/heur@3200,,,11,12,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000023_k2.json
end::g3200000030_k2,endgame,g3200000030_k2,2,endgame,greedy_selfplay,58,,0,1373,exact/heur@3200,,,0,-1,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000030_k2.json
end::g3200000041_k2,endgame,g3200000041_k2,2,endgame,greedy_selfplay,14,,-19,868,exact/heur@3200,,,-19,-19,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000041_k2.json
end::g3200000044_k2,endgame,g3200000044_k2,2,endgame,greedy_selfplay,55,,5,1849,exact/heur@3200,,,5,5,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000044_k2.json
end::g3200000051_k2,endgame,g3200000051_k2,2,endgame,greedy_selfplay,27,,27,1530,exact/heur@3200,,,27,28,completion|beyond-v2.7,completion-timing,completion_timing_v1,yes,True,/mnt/c/carc-shared/l23_regret/g3200000051_k2.json
end::g3200000054_k2,endgame,g3200000054_k2,2,endgame,greedy_selfplay,65,,7,638,exact/heur@3200,,,7,9,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000054_k2.json
end::g3200000056_k2,endgame,g3200000056_k2,2,endgame,greedy_selfplay,40,,-9,1748,exact/heur@3200,,,-9,-8,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000056_k2.json
end::g3200000063_k2,endgame,g3200000063_k2,2,endgame,greedy_selfplay,38,,-26,1417,exact/heur@3200,,,-26,-26,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000063_k2.json
end::g3200000064_k2,endgame,g3200000064_k2,2,endgame,greedy_selfplay,43,,65,964,exact/heur@3200,,,65,66,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000064_k2.json
end::g3200000071_k2,endgame,g3200000071_k2,2,endgame,greedy_selfplay,40,,-11,661,exact/heur@3200,,,-11,-13,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000071_k2.json
end::g3200000075_k2,endgame,g3200000075_k2,2,endgame,greedy_selfplay,53,,-12,836,exact/heur@3200,,,-12,-9,structural-or-farm|v2.7-rankable,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000075_k2.json
end::g3200000078_k2,endgame,g3200000078_k2,2,endgame,greedy_selfplay,52,,-7,1649,exact/heur@3200,,,-7,-6,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000078_k2.json
end::g3200000081_k2,endgame,g3200000081_k2,2,endgame,greedy_selfplay,33,,-4,1647,exact/heur@3200,,,-4,-3,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000081_k2.json
end::g3200000085_k2,endgame,g3200000085_k2,2,endgame,greedy_selfplay,34,,-26,853,exact/heur@3200,,,-26,-25,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000085_k2.json
end::g3200000086_k2,endgame,g3200000086_k2,2,endgame,greedy_selfplay,56,,-9,1761,exact/heur@3200,,,-9,-8,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000086_k2.json
end::g3200000087_k2,endgame,g3200000087_k2,2,endgame,greedy_selfplay,43,,-31,736,exact/heur@3200,,,-31,-30,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000087_k2.json
end::g3200000093_k2,endgame,g3200000093_k2,2,endgame,greedy_selfplay,62,,15,1948,exact/heur@3200,,,15,16,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000093_k2.json
end::g3200000098_k2,endgame,g3200000098_k2,2,endgame,greedy_selfplay,42,,13,769,exact/heur@3200,,,13,12,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000098_k2.json
end::g3200000102_k2,endgame,g3200000102_k2,2,endgame,greedy_selfplay,52,,12,1651,exact/heur@3200,,,12,12,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000102_k2.json
end::g3200000133_k2,endgame,g3200000133_k2,2,endgame,greedy_selfplay,38,,-33,873,exact/heur@3200,,,-33,-32,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000133_k2.json
end::g3200000134_k2,endgame,g3200000134_k2,2,endgame,greedy_selfplay,43,,-3,1736,exact/heur@3200,,,-3,-4,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000134_k2.json
end::g3200000137_k2,endgame,g3200000137_k2,2,endgame,greedy_selfplay,28,,13,1168,exact/heur@3200,,,13,13,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000137_k2.json
end::g3200000145_k2,endgame,g3200000145_k2,2,endgame,greedy_selfplay,53,,-29,645,exact/heur@3200,,,-29,-28,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000145_k2.json
end::g3200000003_k3,endgame,g3200000003_k3,3,endgame,greedy_selfplay,42,,-44,1364,exact/heur@3200,,,-44,-43,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000003_k3.json
end::g3200000014_k3,endgame,g3200000014_k3,3,endgame,greedy_selfplay,34,,-12,,exact/heur@3200,,,-12,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000014_k3.json
end::g3200000016_k3,endgame,g3200000016_k3,3,endgame,greedy_selfplay,43,,33,,exact/heur@3200,,,33,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000016_k3.json
end::g3200000019_k3,endgame,g3200000019_k3,3,endgame,greedy_selfplay,44,,-33,,exact/heur@3200,,,-33,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000019_k3.json
end::g3200000026_k3,endgame,g3200000026_k3,3,endgame,greedy_selfplay,58,,-15,1833,exact/heur@3200,,,-15,-14,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000026_k3.json
end::g3200000035_k3,endgame,g3200000035_k3,3,endgame,greedy_selfplay,42,,-6,,exact/heur@3200,,,-6,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000035_k3.json
end::g3200000040_k3,endgame,g3200000040_k3,3,endgame,greedy_selfplay,63,,-32,,exact/heur@3200,,,-32,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000040_k3.json
end::g3200000046_k3,endgame,g3200000046_k3,3,endgame,greedy_selfplay,32,,-3,,exact/heur@3200,,,-3,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000046_k3.json
end::g3200000047_k3,endgame,g3200000047_k3,3,endgame,greedy_selfplay,31,,-62,1745,exact/heur@3200,,,-62,-61,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000047_k3.json
end::g3200000054_k3,endgame,g3200000054_k3,3,endgame,greedy_selfplay,45,,-7,,exact/heur@3200,,,-7,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000054_k3.json
end::g3200000055_k3,endgame,g3200000055_k3,3,endgame,greedy_selfplay,38,,-32,,exact/heur@3200,,,-32,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000055_k3.json
end::g3200000065_k3,endgame,g3200000065_k3,3,endgame,greedy_selfplay,54,,-22,1529,exact/heur@3200,,,-22,-21,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_regret/g3200000065_k3.json
end::g3200000072_k3,endgame,g3200000072_k3,3,endgame,greedy_selfplay,50,,11,,exact/heur@3200,,,11,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_regret/g3200000072_k3.json
end::greedy_s3500000004_k4,endgame,greedy_s3500000004_k4,4,endgame,greedy_selfplay,60,0.0,23,1638,exact/heur@3200,,,23,26,structural-or-farm|v2.7-rankable,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000004_k4.json
end::greedy_s3500000026_k4,endgame,greedy_s3500000026_k4,4,endgame,greedy_selfplay,30,0.0,-10,,exact/heur@3200,,,-10,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000026_k4.json
end::greedy_s3500000031_k4,endgame,greedy_s3500000031_k4,4,endgame,greedy_selfplay,47,0.0,-14,836,exact/heur@3200,,,-14,-14,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000031_k4.json
end::greedy_s3500000034_k4,endgame,greedy_s3500000034_k4,4,endgame,greedy_selfplay,60,0.0,47,,exact/heur@3200,,,47,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000034_k4.json
end::greedy_s3500000039_k4,endgame,greedy_s3500000039_k4,4,endgame,greedy_selfplay,80,0.0,15,,exact/heur@3200,,,15,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000039_k4.json
end::greedy_s3500000042_k4,endgame,greedy_s3500000042_k4,4,endgame,greedy_selfplay,52,0.0,-26,1532,exact/heur@3200,,,-26,-26,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000042_k4.json
end::greedy_s3500000046_k4,endgame,greedy_s3500000046_k4,4,endgame,greedy_selfplay,29,1.0,6,,exact/heur@3200,,,6,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000046_k4.json
end::greedy_s3500000047_k4,endgame,greedy_s3500000047_k4,4,endgame,greedy_selfplay,45,0.0,-22,,exact/heur@3200,,,-22,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000047_k4.json
end::heur3200_s3502000003_k4,endgame,heur3200_s3502000003_k4,4,endgame,heur@3200_selfplay,42,0.0,-35,,exact/heur@3200,,,-35,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000003_k4.json
end::heur3200_s3502000004_k4,endgame,heur3200_s3502000004_k4,4,endgame,heur@3200_selfplay,33,0.0,-10,1957,exact/heur@3200,,,-10,-10,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000004_k4.json
end::heur3200_s3502000013_k4,endgame,heur3200_s3502000013_k4,4,endgame,heur@3200_selfplay,40,0.0,2,738,exact/heur@3200,,,2,2,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000013_k4.json
end::heur3200_s3502000015_k4,endgame,heur3200_s3502000015_k4,4,endgame,heur@3200_selfplay,22,0.0,6,1173,exact/heur@3200,,,6,6,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000015_k4.json
end::heur3200_s3502000023_k4,endgame,heur3200_s3502000023_k4,4,endgame,heur@3200_selfplay,30,0.0,-16,1533,exact/heur@3200,,,-16,-16,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000023_k4.json
end::heur3200_s3502000025_k4,endgame,heur3200_s3502000025_k4,4,endgame,heur@3200_selfplay,60,0.0,-26,,exact/heur@3200,,,-26,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000025_k4.json
end::heur3200_s3502000033_k4,endgame,heur3200_s3502000033_k4,4,endgame,heur@3200_selfplay,28,0.0,36,962,exact/heur@3200,,,36,36,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000033_k4.json
end::heur3200_s3502000038_k4,endgame,heur3200_s3502000038_k4,4,endgame,heur@3200_selfplay,38,0.0,12,,exact/heur@3200,,,12,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000038_k4.json
end::heur3200_s3502000049_k4,endgame,heur3200_s3502000049_k4,4,endgame,heur@3200_selfplay,49,1.0,-35,853,exact/heur@3200,,,-35,-35,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000049_k4.json
end::hybrid_8_3200_s3503000001_k4,endgame,hybrid_8_3200_s3503000001_k4,4,endgame,hybrid:8:3200_selfplay,50,0.0,32,1844,exact/heur@3200,,,32,32,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000001_k4.json
end::hybrid_8_3200_s3503000017_k4,endgame,hybrid_8_3200_s3503000017_k4,4,endgame,hybrid:8:3200_selfplay,28,1.0,-11,,exact/heur@3200,,,-11,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000017_k4.json
end::hybrid_8_3200_s3503000037_k4,endgame,hybrid_8_3200_s3503000037_k4,4,endgame,hybrid:8:3200_selfplay,46,0.0,-14,929,exact/heur@3200,,,-14,-14,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000037_k4.json
end::hybrid_8_3200_s3503000040_k4,endgame,hybrid_8_3200_s3503000040_k4,4,endgame,hybrid:8:3200_selfplay,30,0.0,22,,exact/heur@3200,,,22,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000040_k4.json
end::hybrid_8_3200_s3503000044_k4,endgame,hybrid_8_3200_s3503000044_k4,4,endgame,hybrid:8:3200_selfplay,38,1.0,-57,,exact/heur@3200,,,-57,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000044_k4.json
end::hybrid_8_3200_s3503000046_k4,endgame,hybrid_8_3200_s3503000046_k4,4,endgame,hybrid:8:3200_selfplay,18,1.0,-8,,exact/heur@3200,,,-8,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000046_k4.json
end::iter8_s3501000013_k4,endgame,iter8_s3501000013_k4,4,endgame,iter8_selfplay,28,1.0,-2,,exact/heur@3200,,,-2,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000013_k4.json
end::iter8_s3501000027_k4,endgame,iter8_s3501000027_k4,4,endgame,iter8_selfplay,44,0.0,8,1956,exact/heur@3200,,,8,9,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000027_k4.json
end::iter8_s3501000028_k4,endgame,iter8_s3501000028_k4,4,endgame,iter8_selfplay,52,0.0,-37,837,exact/heur@3200,,,-37,-37,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000028_k4.json
end::iter8_s3501000030_k4,endgame,iter8_s3501000030_k4,4,endgame,iter8_selfplay,47,0.0,38,831,exact/heur@3200,,,38,39,structural-or-farm|beyond-v2.7,farm-final-scoring/structural,farm_final_value_v1,partial,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000030_k4.json
end::iter8_s3501000032_k4,endgame,iter8_s3501000032_k4,4,endgame,iter8_selfplay,38,1.0,-21,,exact/heur@3200,,,-21,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000032_k4.json
end::iter8_s3501000040_k4,endgame,iter8_s3501000040_k4,4,endgame,iter8_selfplay,28,0.0,9,,exact/heur@3200,,,9,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000040_k4.json
end::iter8_s3501000049_k4,endgame,iter8_s3501000049_k4,4,endgame,iter8_selfplay,32,0.0,-7,,exact/heur@3200,,,-7,,no-stronger-ref(both-miss)|no-stronger-ref(both-miss),search-horizon(both-miss),NONE(search-horizon),no,True,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000049_k4.json
